onset	duration	trial_type	resp	respTime
8	4.033727	vis_Nabst_2	2	8.830964
12.042425	5.00249299999999	tact_abst_8	2	14.717964
17.045015	6.048752	vis_abst_4	2	17.865964
23.102457	4.00195899999999	tact_abst_6	0	0
27.104508	6.049141	vis_Nabst_8	1	28.148964
33.162332	6.003185	tact_abst_4	2	34.255964
39.165615	5.039734	vis_abst_8	1	39.838964
44.214045	4.002273	tact_abst_2	1	47.741964
48.21642	5.04032299999999	vis_Nabst_6	1	49.617964
53.256841	6.05083300000001	vis_abst_2	2	54.072964
59.307776	5.04234	vis_Nabst_4	2	61.861964
64.350218	4.033852	vis_abst_6	1	65.143964
73.410112	6.003207	tact_abst_4	2	76.070964
79.413416	4.03130499999999	vis_abst_6	1	80.076964
83.444822	5.04234300000001	vis_Nabst_4	2	84.297964
88.495774	6.00334400000001	tact_abst_2	2	90.723964
94.499338	4.03103999999998	vis_abst_8	1	95.249964
98.530476	5.042345	vis_Nabst_2	2	99.225964
103.581519	6.00339800000002	tact_abst_8	2	105.586964
109.585022	5.03950400000002	vis_Nabst_6	1	110.441964
114.624626	4.03384999999998	vis_abst_4	2	115.355964
118.65858	5.042337	vis_Nabst_8	1	119.292964
123.709618	4.002	tact_abst_6	1	125.733964
127.711713	6.04908599999998	vis_abst_2	2	128.532964
138.778477	5.042204	vis_abst_8	1	139.528964
143.820782	6.050834	vis_Nabst_2	2	144.603964
149.871715	4.03385000000001	vis_abst_6	1	150.684964
153.914258	5.002658	tact_abst_8	1	155.210964
158.917015	4.031611	vis_Nabst_4	2	159.675964
162.957324	6.00309400000001	tact_abst_6	1	166.311964
168.960577	5.03975199999998	vis_abst_2	2	170.088964
174.000438	4.033842	vis_Nabst_8	1	174.748964
178.042968	6.00334900000002	tact_abst_4	2	179.727964
184.046417	4.031076	vis_Nabst_6	1	184.706964
188.077591	5.04234399999998	vis_abst_4	2	188.852964
193.128677	6.003242	tact_abst_2	2	194.211964
204.146886	4.033701	vis_abst_6	1	204.838964
208.180687	5.04234100000001	vis_Nabst_2	2	209.223964
213.231688	6.00313	tact_abst_4	2	214.532964
219.234917	4.03132999999999	vis_Nabst_8	1	219.801964
223.266344	5.04234600000002	vis_abst_2	2	223.802964
228.317277	6.00323999999999	tact_abst_8	1	230.592964
234.320618	5.03977000000002	vis_Nabst_4	2	235.203964
239.369073	4.00244500000001	tact_abst_6	1	241.364964
243.371613	6.048658	vis_abst_4	2	244.138964
249.428993	5.002625	tact_abst_2	2	250.520964
254.431719	6.04858500000002	vis_Nabst_6	1	255.155964
260.480406	4.03385399999999	vis_abst_8	1	261.157964
269.540265	4.002152	tact_abst_2	2	271.948964
273.542517	6.04906299999997	vis_Nabst_4	2	274.434964
279.600274	5.00284299999999	tact_abst_6	1	280.695964
284.603214	4.031424	vis_abst_8	1	285.260964
288.634737	5.042342	vis_Nabst_2	2	289.376964
293.685682	6.00313400000002	tact_abst_8	1	294.989964
299.688913	4.03137699999998	vis_abst_4	2	300.472964
303.72039	5.04234100000001	vis_Nabst_6	1	304.434964
308.762827	6.05083999999997	vis_abst_2	2	309.388964
314.822368	4.00205000000005	tact_abst_4	1	317.061964
318.824519	6.04902600000001	vis_Nabst_8	1	319.766964
324.873643	5.04234600000002	vis_abst_6	1	325.748964
334.93367	6.05069099999999	vis_Nabst_2	2	335.716964
340.993049	5.00266899999999	tact_abst_6	1	343.924964
345.995817	4.04827299999999	vis_Nabst_8	1	346.763964
350.052789	5.00272899999999	tact_abst_2	2	352.051964
355.055619	6.04850499999995	vis_abst_8	1	355.828964
361.104229	4.03384899999999	vis_Nabst_4	2	361.780964
365.138173	5.04234900000005	vis_abst_6	1	365.851964
370.18913	4.00178599999996	tact_abst_4	1	372.492964
374.191014	6.04939000000001	vis_Nabst_6	1	375.461964
380.240501	5.04234700000001	vis_abst_2	2	380.784964
385.29154	4.00237699999998	tact_abst_8	2	386.447964
389.294012	6.048717	vis_abst_4	2	390.199964
