Run	Condition	Onset	Duration	Resp	RespTime
7	vis_Nabst_2	8	4.066244	0	0
7	tact_abst_8	12.083084	5.003386	1	14.271917
7	vis_abst_4	17.086572	6.096398	2	18.816917
7	tact_abst_6	23.199843	4.00232699999999	1	24.624917
7	vis_Nabst_8	27.20227	6.097425	1	28.101917
7	tact_abst_4	33.316544	6.00392700000001	2	35.720917
7	vis_abst_8	39.320572	5.079173	1	40.150917
7	tact_abst_2	44.416629	4.002341	2	47.255917
7	vis_Nabst_6	48.419067	5.080724	1	49.301917
7	vis_abst_2	53.499892	6.099947	2	54.494917
7	vis_Nabst_4	59.599941	5.08325499999999	1	60.467917
7	vis_abst_6	64.683297	4.06657799999999	1	65.281917
7	tact_abst_4	73.800108	6.003663	2	77.395917
7	vis_abst_6	79.80387	4.06275000000001	1	80.444917
7	vis_Nabst_4	83.866717	5.08326300000001	2	84.719917
7	tact_abst_2	88.966858	6.00371300000002	1	89.639917
7	vis_abst_8	94.970672	4.06269500000001	1	95.855917
7	vis_Nabst_2	99.033465	5.083272	2	99.867917
7	tact_abst_8	104.133611	6.003861	1	105.784917
7	vis_Nabst_6	110.137571	5.07922399999999	1	110.888917
7	vis_abst_4	115.2169	4.066584	2	116.940917
7	vis_Nabst_8	119.283582	5.08325699999998	1	120.248917
7	tact_abst_6	124.383722	4.00244899999999	2	125.821917
7	vis_abst_2	128.386267	6.09729799999998	2	130.651917
7	vis_abst_8	139.517094	5.08319	1	140.270917
7	vis_Nabst_2	144.600391	6.09992000000001	2	145.329917
7	vis_abst_6	150.700411	4.06658799999999	1	151.396917
7	tact_abst_8	154.783785	5.00258600000001	1	156.894917
7	vis_Nabst_4	159.786472	4.063921	2	160.506917
7	tact_abst_6	163.867262	6.003709	1	165.720917
7	vis_abst_2	169.871122	5.079334	2	170.600917
7	vis_Nabst_8	174.950563	4.066565	1	175.514917
7	tact_abst_4	179.034024	6.00334600000002	2	180.428917
7	vis_Nabst_6	185.037471	4.06305100000001	1	186.610917
7	vis_abst_4	189.100619	5.083258	2	189.798917
7	tact_abst_2	194.200725	6.003345	2	195.386917
7	vis_abst_6	205.234327	4.06631599999999	1	208.772917
7	vis_Nabst_2	209.30074	5.08324999999997	2	210.155917
7	tact_abst_4	214.400884	6.00418599999999	1	218.142917
7	vis_Nabst_8	220.405171	4.06220600000001	1	221.301917
7	vis_abst_2	224.467478	5.083016	2	225.262917
7	tact_abst_8	229.567601	6.00377000000002	1	230.960917
7	vis_Nabst_4	235.571478	5.07931400000001	2	236.573917
7	tact_abst_6	240.667748	4.00242099999997	1	242.021917
7	vis_abst_4	244.670267	6.09725200000004	2	245.394917
7	tact_abst_2	250.784349	5.00322200000001	1	251.550917
7	vis_Nabst_6	255.787681	6.09656299999997	1	256.600917
7	vis_abst_8	261.884345	4.066603	1	265.006917
7	tact_abst_2	271.001162	4.00240700000001	2	272.066917
7	vis_Nabst_4	275.00367	6.09733599999995	1	275.698917
7	tact_abst_6	281.117885	5.00308500000002	1	282.574917
7	vis_abst_8	286.12107	4.06333100000001	1	288.711917
7	vis_Nabst_2	290.184501	5.08325700000004	2	291.055917
7	tact_abst_8	295.284547	6.00322200000001	1	296.818917
7	vis_abst_4	301.287867	4.06326999999996	2	302.072917
7	vis_Nabst_6	305.351239	5.08326199999999	1	306.188917
7	vis_abst_2	310.434596	6.09994500000001	2	310.978917
7	tact_abst_4	316.551322	4.00204699999996	2	318.841917
7	vis_Nabst_8	320.55347	6.09778399999998	1	321.984917
7	vis_abst_6	326.651356	5.08325799999997	2	327.527917
7	vis_Nabst_2	336.768069	6.09993800000002	1	336.937917
7	tact_abst_6	342.88489	5.00238099999999	1	345.713917
7	vis_Nabst_8	347.887373	4.06398700000002	1	348.681917
7	tact_abst_2	351.968181	5.00248999999999	2	352.952917
7	vis_abst_8	356.970769	6.09734100000002	1	357.747917
7	vis_Nabst_4	363.068209	4.06658999999997	1	363.839917
7	vis_abst_6	367.134894	5.08327999999997	1	367.965917
7	tact_abst_4	372.234967	4.00190299999999	0	0
7	vis_Nabst_6	376.23697	6.09791200000001	2	376.437917
7	vis_abst_2	382.33498	5.08326499999996	2	383.092917
7	tact_abst_8	387.435121	4.002049	1	388.740917
7	vis_abst_4	391.437265	6.097701	2	392.318917
