onset	duration	condition	resp	respTime
8	4.066605	vis_Nabst_6	1	9.433746
12.066704	5.083257	vis_abst_2	2	13.415746
17.166835	6.003263	tact_abst_8	1	20.380746
23.170196	4.063152	vis_Nabst_2	2	24.416746
27.233445	4.066585	vis_abst_8	1	28.552746
31.316811	6.00268699999999	tact_abst_6	1	33.497746
37.319594	6.097158	vis_abst_4	2	38.915746
43.433543	5.00265699999999	tact_abst_2	2	45.132746
48.436299	6.097177	vis_Nabst_4	2	49.837746
54.533577	5.08326199999999	vis_abst_6	1	55.779746
59.616938	4.066595	vis_Nabst_8	1	60.798746
63.700399	5.00259899999999	tact_abst_4	2	65.982746
73.750442	4.002058	tact_abst_6	1	76.180746
77.752597	6.097689	vis_abst_8	1	78.979746
83.850387	5.083261	vis_Nabst_2	2	85.091746
88.933749	4.066579	vis_abst_6	1	90.509746
93.017187	6.003511	tact_abst_4	2	95.693746
99.020795	5.079592	vis_abst_2	2	100.343746
104.100485	6.09992999999999	vis_Nabst_4	2	105.412746
110.217287	4.00221299999999	tact_abst_8	1	112.447746
114.219596	5.080864	vis_Nabst_6	1	115.450746
119.300558	5.08326300000001	vis_abst_4	2	120.554746
124.400595	4.00250400000002	tact_abst_2	2	125.848746
128.4032	6.097326	vis_Nabst_8	1	129.505746
139.533982	6.09994	vis_abst_4	2	140.901746
145.634023	6.09992199999999	vis_Nabst_6	1	146.928746
151.734042	5.08326199999999	vis_abst_8	1	152.925746
156.834173	6.00342600000001	tact_abst_6	1	158.652746
162.837699	4.06299099999998	vis_Nabst_4	2	164.011746
166.917561	4.00163800000001	tact_abst_2	2	168.391746
170.919379	6.09802900000001	vis_Nabst_8	1	172.133746
177.017505	4.066579	vis_abst_6	1	178.460746
181.084178	5.08327299999999	vis_Nabst_2	2	182.336746
186.184234	4.002065	tact_abst_4	2	188.134746
190.186397	5.08109199999998	vis_abst_2	2	191.437746
195.284275	5.002625	tact_abst_8	1	198.028746
205.317644	6.09992700000002	vis_Nabst_2	2	206.489746
211.417669	4.06658499999999	vis_abst_8	1	212.621746
215.501127	4.00207200000001	tact_abst_6	1	218.963746
219.503291	5.08100499999998	vis_abst_4	2	220.829746
224.584395	6.099935	vis_Nabst_8	1	225.738746
230.701207	4.00219299999997	tact_abst_2	2	232.404746
234.703496	5.08087199999997	vis_abst_6	1	236.006746
239.801245	6.00315499999997	tact_abst_4	2	242.392746
245.804502	5.07992300000001	vis_Nabst_6	1	246.873746
250.901299	4.00199900000001	tact_abst_8	1	252.540746
254.903395	5.08107900000003	vis_Nabst_4	2	256.128746
259.984604	6.09989000000001	vis_abst_2	2	261.092746
271.117954	6.09993700000003	vis_abst_8	1	273.301746
277.217988	4.06658599999995	vis_Nabst_2	2	278.420746
281.301435	4.00216399999999	tact_abst_8	1	282.885746
285.303693	5.08092600000004	vis_abst_6	1	286.612746
290.384718	5.08326000000001	vis_Nabst_4	2	291.726746
295.468079	5.083261	vis_abst_2	2	296.705746
300.568191	4.00210800000001	tact_abst_4	2	302.298746
304.570397	6.09764799999999	vis_Nabst_8	1	305.886746
310.684908	4.00229099999997	tact_abst_6	1	312.701746
314.687292	6.09747400000005	vis_abst_4	2	315.979746
320.801636	6.003065	tact_abst_2	2	322.490746
326.804799	5.08001999999996	vis_Nabst_6	1	328.103746
336.935043	6.00325699999998	tact_abst_4	2	338.630746
342.938398	5.07983299999998	vis_Nabst_2	2	344.063746
348.018327	4.066592	vis_abst_4	2	349.122746
352.10178	6.00271900000004	tact_abst_8	2	353.753746
358.118359	5.00194	tact_abst_6	1	362.309746
363.120397	4.06459399999998	vis_Nabst_8	1	364.275746
367.201736	5.00246400000004	tact_abst_2	1	370.272746
372.204299	6.09741699999996	vis_Nabst_4	2	373.355746
378.301811	5.083255	vis_abst_8	1	379.492746
383.385159	4.06660100000002	vis_abst_4	2	384.566746
387.45186	4.06657699999999	vis_abst_2	2	388.652746
391.518536	6.09992800000001	vis_Nabst_6	1	392.923746
