onset	duration	condition	resp	respTime
8	5.083295	vis_abst_8	1	9.920047
13.083396	4.066588	vis_Nabst_2	2	14.451047
17.166905	6.003295	tact_abst_6	2	22.573047
23.170306	4.063072	vis_abst_4	2	25.567047
27.233488	6.099931	vis_Nabst_6	1	28.505047
33.350191	5.00271000000001	tact_abst_4	2	37.162047
38.352996	4.06380600000001	vis_abst_2	2	39.976047
42.433868	6.00373300000001	tact_abst_8	2	45.135047
48.4377	5.079166	vis_Nabst_4	1	49.979047
53.533732	4.00216800000001	tact_abst_2	2	54.974047
57.535994	5.080664	vis_abst_6	2	58.735047
62.616763	6.100202	vis_Nabst_8	1	64.254047
73.75043	6.099939	vis_Nabst_6	2	75.380047
79.850465	4.066598	vis_abst_4	2	81.267047
83.933855	6.00344499999999	tact_abst_8	1	86.680047
89.937521	5.079602	vis_abst_2	1	91.001047
95.017223	5.08327399999999	vis_Nabst_8	1	96.045047
100.117397	4.00190399999998	tact_abst_6	2	100.850047
104.1194	4.06413199999998	vis_Nabst_2	2	105.739047
108.183627	6.10029100000003	vis_abst_6	1	109.646047
114.300778	5.002522	tact_abst_2	1	116.067047
119.303401	6.097019	vis_Nabst_4	1	122.394047
125.400526	5.083204	vis_abst_8	0	0
130.500805	4.00209400000001	tact_abst_4	0	0
139.534181	4.06658000000002	vis_abst_2	1	141.732047
143.600869	6.09993500000003	vis_Nabst_6	2	145.224047
149.717608	5.002793	tact_abst_4	2	153.028047
154.720501	4.063413	vis_Nabst_8	1	155.996047
158.784006	5.08355100000001	vis_abst_4	2	159.868047
163.884433	4.00196799999999	tact_abst_2	0	0
167.886488	6.097796	vis_Nabst_4	1	168.429047
173.984447	6.09987900000002	vis_abst_6	1	175.250047
180.101333	4.002467	tact_abst_8	2	182.594047
184.103912	5.08046900000001	vis_Nabst_2	2	185.378047
189.201164	6.00283600000001	tact_abst_6	2	191.405047
195.204103	5.080337	vis_abst_8	1	196.539047
205.317896	5.083285	vis_Nabst_4	1	206.642047
210.401281	6.099935	vis_abst_6	2	211.676047
216.501339	4.066565	vis_Nabst_8	1	217.993047
220.567998	6.09993700000001	vis_abst_2	1	221.924047
226.684805	5.002796	tact_abst_4	2	228.670047
231.701512	4.00228900000002	tact_abst_6	0	0
235.70389	6.09747700000001	vis_Nabst_2	1	236.812047
241.801473	5.08302300000005	vis_abst_8	1	243.543047
246.884598	4.06658300000004	vis_Nabst_6	2	248.258047
250.968412	4.00198700000002	tact_abst_2	2	252.743047
254.970495	6.09766000000003	vis_abst_4	2	256.645047
261.085023	5.00287599999999	tact_abst_8	1	262.697047
271.118316	6.099929	vis_abst_2	1	272.620047
277.235039	4.00176199999999	tact_abst_8	2	278.642047
281.236901	6.09784399999998	vis_Nabst_6	2	282.639047
287.334845	4.06658799999999	vis_Nabst_8	1	290.003047
291.401527	5.08350300000003	vis_abst_4	2	292.682047
296.501956	6.00344500000001	tact_abst_2	1	298.220047
302.505503	4.06269199999998	vis_abst_6	1	304.317047
306.568298	5.08350200000004	vis_Nabst_4	1	309.032047
311.651899	4.06659299999999	vis_abst_8	2	313.213047
315.735279	6.00332199999999	tact_abst_6	2	318.497047
321.738701	5.07985200000001	vis_Nabst_2	1	323.107047
326.835343	5.00275900000002	tact_abst_4	2	328.805047
336.885404	4.00229599999997	tact_abst_8	1	339.636047
340.887798	5.08063500000001	vis_Nabst_2	1	342.201047
345.968531	4.06655900000001	vis_abst_4	2	347.594047
350.052142	6.00335900000005	tact_abst_6	2	353.007047
356.055599	5.07960099999997	vis_abst_2	1	357.962047
361.135303	4.06682199999999	vis_Nabst_8	2	362.258047
365.219185	5.002315	tact_abst_4	2	368.145047
370.221601	4.06365100000001	vis_abst_8	1	371.388047
374.285353	6.09997000000003	vis_Nabst_6	2	376.367047
380.402343	6.00395700000005	tact_abst_2	1	382.070047
386.406401	5.079217	vis_abst_6	2	387.493047
391.485716	6.09993800000002	vis_Nabst_4	1	392.498047
