onset	duration	trial_type	resp	respTime
8	5.00263799999998	tact_abst_6	0	0
13.002741	4.06378100000002	vis_Nabst_2	2	14.861884
17.066628	6.09991999999998	vis_abst_6	2	18.239884
23.166653	5.083258	vis_Nabst_4	2	24.126884
28.26672	4.00211799999999	tact_abst_2	1	32.249884
32.268936	6.097698	vis_abst_8	2	33.062884
38.36673	6.09994500000001	vis_abst_2	2	39.483884
44.483453	5.00268600000002	tact_abst_8	1	46.877884
49.486252	6.09715499999997	vis_Nabst_6	2	50.844884
55.600183	4.00235399999999	tact_abst_4	1	58.358884
59.602639	5.08081099999999	vis_Nabst_8	1	60.373884
64.683551	4.066592	vis_abst_4	2	65.323884
73.783592	4.06661000000004	vis_abst_2	1	74.588884
77.850308	5.08325300000003	vis_Nabst_8	2	78.689884
82.950423	4.00221500000003	tact_abst_6	2	85.205884
86.95286	6.097424	vis_abst_4	1	87.869884
93.050385	5.08325599999999	vis_Nabst_6	1	94.380884
98.150514	4.00212400000001	tact_abst_2	2	101.265884
102.152742	6.09762799999997	vis_abst_8	1	103.441884
108.267151	5.00278700000001	tact_abst_4	2	109.927884
113.270038	6.09705800000002	vis_Nabst_2	1	114.058884
119.383945	4.00209100000002	tact_abst_8	2	120.783884
123.386136	6.09769200000004	vis_abst_6	2	124.161884
129.483937	5.08325	vis_Nabst_4	1	130.388884
139.600644	6.09993699999998	vis_Nabst_8	1	140.361884
145.717363	4.002174	tact_abst_6	2	148.214884
149.719642	5.08099500000005	vis_abst_4	1	150.634884
154.800742	4.06658600000001	vis_abst_2	1	155.613884
158.867424	6.09992800000001	vis_Nabst_6	2	159.749884
164.984222	5.00281700000004	tact_abst_2	2	168.835884
169.987205	6.09688	vis_abst_6	1	171.639884
176.084182	4.06659999999998	vis_abst_8	2	177.327884
180.167649	5.00318900000001	tact_abst_4	1	181.802884
185.170942	6.09656699999998	vis_Nabst_2	1	185.868884
191.284383	4.00215399999998	tact_abst_8	2	192.694884
195.286637	5.08091599999997	vis_Nabst_4	2	196.036884
205.401033	5.08325100000005	vis_Nabst_2	1	206.150884
210.484387	6.09990899999999	vis_abst_6	2	211.344884
216.584449	5.08323099999997	vis_Nabst_8	2	217.386884
221.684461	4.002277	tact_abst_6	1	225.054884
225.686837	6.09756700000004	vis_abst_2	1	226.586884
231.784499	4.06659399999998	vis_abst_4	1	233.097884
235.867963	5.00277399999998	tact_abst_8	2	237.762884
240.870837	6.09698100000003	vis_Nabst_6	2	241.903884
246.984605	4.00173300000001	tact_abst_2	1	249.975884
250.986437	5.08143299999996	vis_Nabst_4	1	251.841884
256.06797	6.09994500000001	vis_abst_8	2	256.915884
262.18472	4.00221799999999	tact_abst_4	2	265.053884
271.218063	4.066582	vis_abst_6	1	272.312884
275.284747	6.09993699999998	vis_Nabst_2	2	276.089884
281.401522	5.00261600000004	tact_abst_6	1	284.032884
286.404249	4.06381599999999	vis_Nabst_4	2	287.380884
290.484937	6.0035	tact_abst_2	1	292.589884
296.488541	5.07958899999998	vis_Nabst_8	2	297.224884
301.568261	4.066565	vis_abst_2	2	302.258884
305.634928	6.09993099999998	vis_abst_4	1	307.068884
311.751684	4.00215299999993	tact_abst_8	2	314.721884
315.753937	5.08096500000008	vis_Nabst_6	2	316.582884
320.85181	6.00322700000007	tact_abst_4	1	323.946884
326.855201	5.07976399999997	vis_abst_8	1	327.683884
336.985133	6.0034040000001	tact_abst_2	2	339.308884
342.988657	4.06306699999992	vis_abst_6	1	344.033884
347.051828	5.08325800000003	vis_Nabst_8	2	347.900884
352.135181	5.08326000000001	vis_abst_4	1	352.899884
357.235221	4.00221699999995	tact_abst_6	1	359.330884
361.237533	6.09764800000004	vis_abst_2	2	362.204884
367.335287	5.0832429999999	vis_Nabst_4	2	368.830884
372.435315	4.00182299999998	tact_abst_8	2	373.629884
376.437237	6.09801699999999	vis_Nabst_6	2	377.401884
382.535353	5.08326699999999	vis_abst_8	1	383.219884
387.635402	6.00343499999994	tact_abst_4	1	390.324884
393.63894	4.06306900000002	vis_Nabst_2	1	394.420884
